Structure,ZPrior,MuPrior,SigmaPrior,Parameter,True,PosteriorMean,Bias,MSE,RMSE,Lower95CrI,Upper95CrI,Coverage,ESS_Bulk,Rhat,Divergences,ElapsedSeconds
Independent,Beta_2_2_constrained,"N(0,5²)",HalfNormal_sigma2,sigma_collateral,0.8,0.8250311674789571,0.02503116747895706,0.0006265593453595976,0.02503116747895706,0.36287938412518644,1.2954335785304711,True,1744.0,1.0,0,40.35825729370117
Independent,Beta_2_2_constrained,"N(0,5²)",HalfNormal_sigma2,Z,,0.9451534135612838,,,,0.9358656033778101,0.9494634531899917,,2552.0,1.0,0,40.35825729370117
Independent,Beta_2_2_constrained,"N(0,10²)",HalfCauchy_beta1,mu_omega,0.5,0.31444694738536216,-0.18555305261463784,0.034429935334610556,0.18555305261463784,0.1213655721566071,0.5045568738191635,True,2144.0,1.0,0,45.330443143844604
Independent,Beta_2_2_constrained,"N(0,10²)",HalfCauchy_beta1,sigma_omega,1.0,1.207706682608791,0.207706682608791,0.04314206600034904,0.207706682608791,0.5649313461381393,1.591297653055858,True,1238.0,1.0,0,45.330443143844604
Independent,Beta_2_2_constrained,"N(0,10²)",HalfCauchy_beta1,sigma_direct,1.2,1.237816901910509,0.037816901910509015,0.0014301180701090605,0.037816901910509015,0.7983973621369532,1.6641335243098672,True,1219.0,1.0,0,45.330443143844604
Independent,Beta_2_2_constrained,"N(0,10²)",HalfCauchy_beta1,sigma_collateral,0.8,0.8495403805629467,0.04954038056294663,0.00245424930632158,0.04954038056294663,0.3645481889322772,1.3086601948824401,True,1371.0,1.0,0,45.330443143844604
Independent,Beta_2_2_constrained,"N(0,10²)",HalfCauchy_beta1,Z,,0.9451089295767126,,,,0.9361766830974845,0.9494526796022236,,2055.0,1.0,0,45.330443143844604
Independent,Beta_2_2_constrained,"N(0,10²)",HalfCauchy_beta2p5,mu_omega,0.5,0.3213830141414494,-0.17861698585855063,0.031904027637193674,0.17861698585855063,0.1293206326707508,0.5091804617678831,True,2704.0,1.0,0,42.469682931900024
Independent,Beta_2_2_constrained,"N(0,10²)",HalfCauchy_beta2p5,sigma_omega,1.0,1.2418950521809033,0.24189505218090335,0.05851321626960195,0.24189505218090335,0.6765448991712805,1.606518523600548,True,792.0,1.01,0,42.469682931900024
Independent,Beta_2_2_constrained,"N(0,10²)",HalfCauchy_beta2p5,sigma_direct,1.2,1.2060315222887685,0.006031522288768576,3.637926111991212e-05,0.006031522288768576,0.7291779640290451,1.6355911035020843,True,831.0,1.01,0,42.469682931900024
Independent,Beta_2_2_constrained,"N(0,10²)",HalfCauchy_beta2p5,sigma_collateral,0.8,0.8242854240609954,0.02428542406099532,0.0005897818218223704,0.02428542406099532,0.3407550149226723,1.2883386526749385,True,1052.0,1.0,0,42.469682931900024
Independent,Beta_2_2_constrained,"N(0,10²)",HalfCauchy_beta2p5,Z,,0.9451905656637445,,,,0.9363634494729689,0.9494845784365327,,1868.0,1.0,0,42.469682931900024
