Structure,Z,MuPrior,SigmaPrior,Parameter,True,PosteriorMean,Bias,MSE,RMSE,Lower95CrI,Upper95CrI,Coverage,ESS_Bulk,Rhat,Divergences,ElapsedSeconds
Independent,0.9,"N(0,10²)",HalfCauchy_beta1,mu_omega,0.5,0.327871064217959,-0.17212893578204103,0.029628370533458005,0.17212893578204103,0.1444681201320931,0.5117696143004749,True,2394.0,1.0,0,30.285974502563477
Independent,0.9,"N(0,10²)",HalfCauchy_beta1,sigma_omega,1.0,1.2336843835366584,0.23368438353665844,0.05460839110890808,0.23368438353665844,0.7010828592144358,1.5811907968734107,True,902.0,1.0,0,30.285974502563477
Independent,0.9,"N(0,10²)",HalfCauchy_beta1,sigma_direct,1.2,1.2160640831584917,0.016064083158491727,0.00025805476772293754,0.016064083158491727,0.7736134709704714,1.6292840210165969,True,981.0,1.0,0,30.285974502563477
Independent,0.9,"N(0,10²)",HalfCauchy_beta1,sigma_collateral,0.8,0.8247098147110651,0.024709814711065037,0.0006105749430551661,0.024709814711065037,0.35749125426967104,1.2914256533107553,True,1069.0,1.0,0,30.285974502563477
Independent,0.9,"N(0,10²)",HalfCauchy_beta1,Z_fixed,,0.9,,,,,,,,,0,30.285974502563477
Independent,0.9,"N(0,10²)",HalfCauchy_beta2p5,mu_omega,0.5,0.32759027804490176,-0.17240972195509824,0.029725112224634285,0.17240972195509824,0.13003055551689294,0.5177246708928941,True,2163.0,1.0,0,30.085963010787964
Independent,0.9,"N(0,10²)",HalfCauchy_beta2p5,sigma_omega,1.0,1.2459523926191565,0.24595239261915647,0.06049257943508769,0.24595239261915647,0.6868671235419332,1.6005273897396102,True,937.0,1.0,0,30.085963010787964
Independent,0.9,"N(0,10²)",HalfCauchy_beta2p5,sigma_direct,1.2,1.210856272769358,0.010856272769357966,0.00011785865844270328,0.010856272769357966,0.7720716206564092,1.621706115670296,True,1010.0,1.0,0,30.085963010787964
Independent,0.9,"N(0,10²)",HalfCauchy_beta2p5,sigma_collateral,0.8,0.8232007916432708,0.023200791643270713,0.0005382767328744602,0.023200791643270713,0.35346790591453414,1.2859191378990205,True,1004.0,1.01,0,30.085963010787964
Independent,0.9,"N(0,10²)",HalfCauchy_beta2p5,Z_fixed,,0.9,,,,,,,,,0,30.085963010787964
Independent,0.9,"N(0,10²)",HalfCauchy_beta5,mu_omega,0.5,0.32842493015649504,-0.17157506984350496,0.029438004591803603,0.17157506984350496,0.12482384873254602,0.5278448105288719,True,2300.0,1.0,0,28.98588275909424
Independent,0.9,"N(0,10²)",HalfCauchy_beta5,sigma_omega,1.0,1.2655137695359484,0.2655137695359484,0.07049756181318872,0.2655137695359484,0.768628622651835,1.6129797206497916,True,1110.0,1.0,0,28.98588275909424
Independent,0.9,"N(0,10²)",HalfCauchy_beta5,sigma_direct,1.2,1.1907660452403357,-0.009233954759664265,8.526592050352633e-05,0.009233954759664265,0.7418127793685445,1.5907642552235768,True,1163.0,1.0,0,28.98588275909424
Independent,0.9,"N(0,10²)",HalfCauchy_beta5,sigma_collateral,0.8,0.8108639874774851,0.010863987477485071,0.00011802622391095244,0.010863987477485071,0.34634186593871197,1.259956351972208,True,1225.0,1.0,0,28.98588275909424
Independent,0.9,"N(0,10²)",HalfCauchy_beta5,Z_fixed,,0.9,,,,,,,,,0,28.98588275909424
Independent,0.9,"N(0,10²)",HalfNormal_sigma2,mu_omega,0.5,0.32863769111954777,-0.17136230888045223,0.029365040904839518,0.17136230888045223,0.14165708534966445,0.5212211342797811,True,2486.0,1.0,0,29.49539828300476
Independent,0.9,"N(0,10²)",HalfNormal_sigma2,sigma_omega,1.0,1.2479870163873448,0.24798701638734477,0.0614975602966972,0.24798701638734477,0.7411569038232763,1.5932376745486674,True,1137.0,1.0,0,29.49539828300476
Independent,0.9,"N(0,10²)",HalfNormal_sigma2,sigma_direct,1.2,1.2080157536688338,0.008015753668833892,6.425230687942399e-05,0.008015753668833892,0.7615390274794988,1.6060012803670198,True,1290.0,1.0,0,29.49539828300476
Independent,0.9,"N(0,10²)",HalfNormal_sigma2,sigma_collateral,0.8,0.8146387759771855,0.014638775977185436,0.00021429376211022142,0.014638775977185436,0.3303104376342635,1.282306696822515,True,1080.0,1.0,0,29.49539828300476
Independent,0.9,"N(0,10²)",HalfNormal_sigma2,Z_fixed,,0.9,,,,,,,,,0,29.49539828300476
Independent,0.7,"N(0,2²)",HalfCauchy_beta1,mu_omega,0.5,0.36879102739547864,-0.13120897260452136,0.017215794491934035,0.13120897260452136,0.19295367622026982,0.5399311218144246,True,1882.0,1.0,0,29.563382387161255
Independent,0.7,"N(0,2²)",HalfCauchy_beta1,sigma_omega,1.0,1.2119735959800582,0.21197359598005816,0.04493280539271693,0.21197359598005816,0.7088327582413653,1.5293704173180263,True,1007.0,1.01,0,29.563382387161255
Independent,0.7,"N(0,2²)",HalfCauchy_beta1,sigma_direct,1.2,1.2455352773985036,0.045535277398503604,0.0020734614877586733,0.045535277398503604,0.8313427733278945,1.6448557561571202,True,1084.0,1.01,0,29.563382387161255
Independent,0.7,"N(0,2²)",HalfCauchy_beta1,sigma_collateral,0.8,0.8358305106979987,0.035830510697998696,0.0012838254968793991,0.035830510697998696,0.3542375564013308,1.3058392847070839,True,1073.0,1.01,0,29.563382387161255
Independent,0.7,"N(0,2²)",HalfCauchy_beta1,Z_fixed,,0.7,,,,,,,,,0,29.563382387161255
Independent,0.7,"N(0,2²)",HalfCauchy_beta2p5,mu_omega,0.5,0.367907509550482,-0.13209249044951799,0.017448426033156002,0.13209249044951799,0.19525537376425797,0.5427198282952967,True,2104.0,1.0,0,30.23757791519165
Independent,0.7,"N(0,2²)",HalfCauchy_beta2p5,sigma_omega,1.0,1.2324458884896567,0.23244588848965675,0.05403109107574594,0.23244588848965675,0.7289524261457626,1.5300434890819605,True,639.0,1.0,0,30.23757791519165
Independent,0.7,"N(0,2²)",HalfCauchy_beta2p5,sigma_direct,1.2,1.226857374495773,0.026857374495772968,0.0007213185648061963,0.026857374495772968,0.8095876178258374,1.613029242593312,True,638.0,1.0,0,30.23757791519165
Independent,0.7,"N(0,2²)",HalfCauchy_beta2p5,sigma_collateral,0.8,0.8169084328452599,0.01690843284525989,0.0002858951012826635,0.01690843284525989,0.3347739492500635,1.2910780377627717,True,718.0,1.0,0,30.23757791519165
Independent,0.7,"N(0,2²)",HalfCauchy_beta2p5,Z_fixed,,0.7,,,,,,,,,0,30.23757791519165
Independent,0.7,"N(0,2²)",HalfCauchy_beta5,mu_omega,0.5,0.36821057395389933,-0.13178942604610067,0.017368452817560637,0.13178942604610067,0.19056706781314262,0.5396881484319465,True,2045.0,1.0,0,30.40326976776123
Independent,0.7,"N(0,2²)",HalfCauchy_beta5,sigma_omega,1.0,1.249231311104304,0.24923131110430408,0.06211624643477041,0.24923131110430408,0.7921781715629715,1.53364993062958,True,903.0,1.0,0,30.40326976776123
Independent,0.7,"N(0,2²)",HalfCauchy_beta5,sigma_direct,1.2,1.2112771278458423,0.011277127845842339,0.00012717361245147266,0.011277127845842339,0.8221070807232883,1.592769762849177,True,1228.0,1.0,0,30.40326976776123
Independent,0.7,"N(0,2²)",HalfCauchy_beta5,sigma_collateral,0.8,0.8028934412655611,0.0028934412655610142,8.372002357251324e-06,0.0028934412655610142,0.34902112972734073,1.268931326972834,True,1006.0,1.0,0,30.40326976776123
Independent,0.7,"N(0,2²)",HalfCauchy_beta5,Z_fixed,,0.7,,,,,,,,,0,30.40326976776123
Independent,0.7,"N(0,2²)",HalfNormal_sigma2,mu_omega,0.5,0.3687025539753994,-0.13129744602460058,0.017239019332582903,0.13129744602460058,0.19430162528656894,0.5403476871090382,True,2163.0,1.0,0,29.666303396224976
Independent,0.7,"N(0,2²)",HalfNormal_sigma2,sigma_omega,1.0,1.2376182184867095,0.2376182184867095,0.05646241775679761,0.2376182184867095,0.71258889192105,1.5246781519107115,True,982.0,1.01,0,29.666303396224976
Independent,0.7,"N(0,2²)",HalfNormal_sigma2,sigma_direct,1.2,1.220274664807163,0.020274664807163,0.00041106203304281394,0.020274664807163,0.8177813088955846,1.6226139787710352,True,1111.0,1.0,0,29.666303396224976
Independent,0.7,"N(0,2²)",HalfNormal_sigma2,sigma_collateral,0.8,0.8124322680243804,0.012432268024380355,0.00015456128823003023,0.012432268024380355,0.3401246585669612,1.28534063267957,True,964.0,1.0,0,29.666303396224976
Independent,0.7,"N(0,2²)",HalfNormal_sigma2,Z_fixed,,0.7,,,,,,,,,0,29.666303396224976
Independent,0.7,"N(0,5²)",HalfCauchy_beta1,mu_omega,0.5,0.37196321419785455,-0.12803678580214545,0.016393418518544475,0.12803678580214545,0.19810245779122856,0.5457904764761405,True,2049.0,1.0,0,33.46268367767334
Independent,0.7,"N(0,5²)",HalfCauchy_beta1,sigma_omega,1.0,1.2122933270723437,0.21229332707234372,0.04506845671944511,0.21229332707234372,0.7317042964277833,1.5138782900359842,True,1152.0,1.0,0,33.46268367767334
Independent,0.7,"N(0,5²)",HalfCauchy_beta1,sigma_direct,1.2,1.2474424053393225,0.047442405339322535,0.0022507818243805793,0.047442405339322535,0.8544351886638333,1.6148709141754671,True,1205.0,1.0,0,33.46268367767334
Independent,0.7,"N(0,5²)",HalfCauchy_beta1,sigma_collateral,0.8,0.8445664999845441,0.044566499984544095,0.001986172920872369,0.044566499984544095,0.3874986035088072,1.292065356885017,True,1222.0,1.0,0,33.46268367767334
Independent,0.7,"N(0,5²)",HalfCauchy_beta1,Z_fixed,,0.7,,,,,,,,,0,33.46268367767334
Independent,0.7,"N(0,5²)",HalfCauchy_beta2p5,mu_omega,0.5,0.3666324108058583,-0.1333675891941417,0.017786913847457345,0.1333675891941417,0.20163993042905745,0.5420357938461834,True,2282.0,1.0,0,35.18537211418152
